Energy[keV], HPGe, LaBr3, Si(Li)
5902, 0.026459542872575202, 0.002930154741498132, 0.02655524093453653
5903, 0.026453659522341445, 0.0029295408541455585, 0.02655496406177458
5904, 0.02644777798850169, 0.0029289271906549575, 0.02655468726103835
5905, 0.02644189826311525, 0.0029283137510886714, 0.026554410532296683
5906, 0.026436020346711473, 0.0029277005349444595, 0.026554133875518422
5907, 0.0264301442428958, 0.0029270875423061463, 0.02655385729067246
5908, 0.026424269942100204, 0.0029264747728528885, 0.026553580777727667
5909, 0.026418397454755653, 0.0029258622270517502, 0.026553304336652976
5910, 0.02641252677245023, 0.0029252499039859148, 0.02655302796741731
5911, 0.02640665789331173, 0.002924637804165027, 0.026552751669989612
5912, 0.026400790818638803, 0.0029240259271834453, 0.02655247544433886
5913, 0.026394925549920678, 0.0029234142727953645, 0.026552199290434033
5914, 0.026389062085188847, 0.002922802841488836, 0.026551923208244142
5915, 0.026383200421612404, 0.002922191632326934, 0.026551647197738216
5916, 0.026377340557610124, 0.0029215806452131472, 0.026551371258885285
5917, 0.02637148249256127, 0.0029209698810817755, 0.026551095391654428
5918, 0.026365626233135084, 0.002920359338911452, 0.026550819596014706
5919, 0.026359771765376856, 0.0029197490184889006, 0.02655054387193523
5920, 0.026353919099408592, 0.002919138920259419, 0.02655026821938512
5921, 0.026348068226939088, 0.0029185290438078783, 0.026549992638333512
5922, 0.02634221915118408, 0.002917919389037923, 0.026549717128749546
5923, 0.02633637186999071, 0.0029173099555560803, 0.026549441690602416
5924, 0.02633052638408142, 0.0029167007437225466, 0.026549166323861298
5925, 0.02632468268737812, 0.0029160917532818813, 0.026548891028495416
5926, 0.026318840786159238, 0.002915482983968219, 0.026548615804473992
5927, 0.026313000674827253, 0.002914874435653741, 0.026548340651766276
5928, 0.02630716235276597, 0.0029142661083591294, 0.02654806557034153
5929, 0.026301325820986057, 0.0029136580019566197, 0.026547790560169045
5930, 0.02629549107867938, 0.002913050116000595, 0.02654751562121812
5931, 0.026289658122360258, 0.0029124424510311503, 0.026547240753458077
5932, 0.026283826951988127, 0.0029118350062955264, 0.026546965956858258
5933, 0.026277997568191325, 0.002911227781825296, 0.02654669123138802
5934, 0.02627216996949463, 0.0029106207779908124, 0.026546416577016747
5935, 0.02626634415767273, 0.0029100139939128734, 0.02654614199371383
5936, 0.026260520121792252, 0.002909407429803167, 0.026545867481448677
5937, 0.026254697873948088, 0.0029088010856403662, 0.026545593040190725
5938, 0.026248877404356236, 0.00290819496133965, 0.026545318669909425
5939, 0.02624305871450672, 0.0029075890564671703, 0.026545044370574252
5940, 0.02623724180397893, 0.0029069833714354524, 0.026544770142154683
5941, 0.026231426672066023, 0.002906377905197525, 0.026544495984620223
5942, 0.02622561331863394, 0.0029057726589377677, 0.026544221897940413
5943, 0.026219801742022222, 0.0029051676315249445, 0.02654394788208478
5944, 0.026213991938950368, 0.0029045628230333375, 0.02654367393702288
5945, 0.02620818391472151, 0.00290395823378012, 0.026543400062724307
5946, 0.02620237766252766, 0.002903353863142123, 0.02654312625915865
5947, 0.026196573180998807, 0.002902749710992987, 0.02654285252629553
5948, 0.026190770474196892, 0.002902145778040509, 0.026542578864104573
5949, 0.026184969538844905, 0.0029015420631023827, 0.026542305272555435
5950, 0.026179170372239866, 0.002900938566400877, 0.026542031751617786
5951, 0.02617337297644179, 0.002900335288326869, 0.026541758301261317
5952, 0.026167577346368792, 0.0028997322277517956, 0.026541484921455725
5953, 0.026161783485604186, 0.0028991293853304415, 0.02654121161217075
5954, 0.02615599139354101, 0.0028985267610526933, 0.026540938373376118
5955, 0.026150201067289297, 0.0028979243545710527, 0.026540665205041603
5956, 0.026144412500822632, 0.0028973221653169306, 0.026540392107136983
5957, 0.02613862570552142, 0.0028967201938076134, 0.02654011907963205
5958, 0.02613284067203027, 0.002896118440022589, 0.026539846122496612
5959, 0.026127057395278996, 0.002895516902793147, 0.02653957323570052
5960, 0.02612127588407579, 0.002894915582878803, 0.026539300419213607
5961, 0.026115496132019526, 0.002894314480364527, 0.026539027673005762
5962, 0.02610971814202312, 0.0028937135948614613, 0.026538754997046856
5963, 0.02610394190949433, 0.002893112925844212, 0.0265384823913068
5964, 0.026098167436395852, 0.002892512473345505, 0.026538209855755522
5965, 0.026092394718992926, 0.0028919122375137356, 0.02653793739036296
5966, 0.026086623756021263, 0.0028913122183604036, 0.026537664995099075
5967, 0.026080854550107536, 0.0028907124152449544, 0.026537392669933834
5968, 0.02607508709865846, 0.0028901128287680063, 0.026537120414837252
